
 ,U1,U2,INV1,INV2,K1,K2,X1,X2,NPVTOT,NPVLAND,NPVOCEAN
T-1768      ,414.21840473,3.7640305E+3,  8.01093730, 20.04778999, 40.90816649, 66.56058104,3.3751892E+4,5.6550495E+5,520.81336597,335.02762513,185.78574084
T-1769      ,413.53742981,3.7619750E+3,  8.00798534, 20.05048297, 40.89109687, 66.56854261,3.3710470E+4,5.6512855E+5,520.81365457,335.02765050,185.78600407
T-1770      ,412.85818077,3.7599221E+3,  8.00503866, 20.05318684, 40.87407345, 66.57653463,3.3669116E+4,5.6475235E+5,520.81394162,335.02767571,185.78626592
T-1771      ,412.18064874,3.7578716E+3,  8.00209704, 20.05590164, 40.85709583, 66.58455728,3.3627831E+4,5.6437636E+5,520.81422715,335.02770075,185.78652640
T-1772      ,411.50482474,3.7558237E+3,  7.99916022, 20.05862742, 40.84016360, 66.59261072,3.3586613E+4,5.6400057E+5,520.81451116,335.02772564,185.78678552
T-1773      ,410.83069964,3.7537782E+3,  7.99622795, 20.06136422, 40.82327633, 66.60069514,3.3545462E+4,5.6362499E+5,520.81479366,335.02775036,185.78704329
T-1774      ,410.15826423,3.7517353E+3,  7.99329997, 20.06411209, 40.80643358, 66.60881071,3.3504379E+4,5.6324961E+5,520.81507465,335.02777493,185.78729972
T-1775      ,409.48750913,3.7496948E+3,  7.99037601, 20.06687106, 40.78963489, 66.61695760,3.3463363E+4,5.6287444E+5,520.81535414,335.02779934,185.78755481
T-1776      ,408.81842483,3.7476569E+3,  7.98745580, 20.06964118, 40.77287977, 66.62513598,3.3422414E+4,5.6249947E+5,520.81563215,335.02782359,185.78780856
T-1777      ,408.15100172,3.7456215E+3,  7.98453906, 20.07242249, 40.75616774, 66.63334602,3.3381533E+4,5.6212470E+5,520.81590868,335.02784768,185.78806100
T-1778      ,407.48523000,3.7435887E+3,  7.98162547, 20.07521502, 40.73949827, 66.64158788,3.3340717E+4,5.6175014E+5,520.81618373,335.02787162,185.78831211
T-1779      ,406.82109976,3.7415583E+3,  7.97871475, 20.07801880, 40.72287084, 66.64986175,3.3299969E+4,5.6137578E+5,520.81645732,335.02789540,185.78856191
T-1780      ,406.15860091,3.7395306E+3,  7.97580658, 20.08083388, 40.70628488, 66.65816778,3.3259287E+4,5.6100163E+5,520.81672945,335.02791904,185.78881041
T-1781      ,405.49772323,3.7375053E+3,  7.97290063, 20.08366028, 40.68973982, 66.66650613,3.3218671E+4,5.6062767E+5,520.81700013,335.02794252,185.78905761
T-1782      ,404.83845634,3.7354826E+3,  7.96999658, 20.08649803, 40.67323507, 66.67487698,3.3178121E+4,5.6025392E+5,520.81726937,335.02796585,185.78930352
T-1783      ,404.18078968,3.7334625E+3,  7.96709407, 20.08934716, 40.65677001, 66.68328047,3.3137637E+4,5.5988037E+5,520.81753717,335.02798903,185.78954815
T-1784      ,403.52471253,3.7314449E+3,  7.96419276, 20.09220769, 40.64034400, 66.69171677,3.3097219E+4,5.5950703E+5,520.81780355,335.02801206,185.78979149
T-1785      ,402.87021400,3.7294298E+3,  7.96129228, 20.09507965, 40.62395637, 66.70018604,3.3056867E+4,5.5913388E+5,520.81806851,335.02803494,185.79003357
T-1786      ,402.21728303,3.7274174E+3,  7.95839225, 20.09796306, 40.60760646, 66.70868842,3.3016580E+4,5.5876094E+5,520.81833206,335.02805767,185.79027438
T-1787      ,401.56590837,3.7254075E+3,  7.95549229, 20.10085793, 40.59129353, 66.71722408,3.2976358E+4,5.5838820E+5,520.81859420,335.02808026,185.79051394
T-1788      ,400.91607857,3.7234001E+3,  7.95259199, 20.10376428, 40.57501687, 66.72579315,3.2936201E+4,5.5801566E+5,520.81885495,335.02810271,185.79075224
T-1789      ,400.26778201,3.7213954E+3,  7.94969095, 20.10668212, 40.55877572, 66.73439578,3.2896110E+4,5.5764332E+5,520.81911430,335.02812501,185.79098930
T-1790      ,399.62100685,3.7193932E+3,  7.94678874, 20.10961145, 40.54256928, 66.74303212,3.2856083E+4,5.5727118E+5,520.81937228,335.02814717,185.79122511
T-1791      ,398.97574107,3.7173936E+3,  7.94388492, 20.11255228, 40.52639675, 66.75170230,3.2816121E+4,5.5689924E+5,520.81962888,335.02816918,185.79145970
T-1792      ,398.33197243,3.7153965E+3,  7.94097906, 20.11550461, 40.51025729, 66.76040646,3.2776223E+4,5.5652750E+5,520.81988411,335.02819105,185.79169306
T-1793      ,397.68968846,3.7134021E+3,  7.93807067, 20.11846844, 40.49415003, 66.76914473,3.2736390E+4,5.5615596E+5,520.82013799,335.02821279,185.79192520
T-1794      ,397.04887648,3.7114102E+3,  7.93515928, 20.12144376, 40.47807408, 66.77791723,3.2696621E+4,5.5578462E+5,520.82039051,335.02823438,185.79215612
T-1795      ,396.40952360,3.7094210E+3,  7.93224441, 20.12443055, 40.46202851, 66.78672409,3.2656916E+4,5.5541348E+5,520.82064168,335.02825584,185.79238584
T-1796      ,395.77161668,3.7074343E+3,  7.92932555, 20.12742881, 40.44601236, 66.79556542,3.2617275E+4,5.5504254E+5,520.82089152,335.02827715,185.79261436
T-1797      ,395.13514232,3.7054502E+3,  7.92640217, 20.13043850, 40.43002465, 66.80444134,3.2577698E+4,5.5467179E+5,520.82114002,335.02829833,185.79284169
T-1798      ,394.50008692,3.7034687E+3,  7.92347375, 20.13345961, 40.41406435, 66.81335195,3.2538185E+4,5.5430125E+5,520.82138720,335.02831938,185.79306782
T-1799      ,393.86643658,3.7014898E+3,  7.92053971, 20.13649210, 40.39813042, 66.82229735,3.2498735E+4,5.5393090E+5,520.82163306,335.02834029,185.79329277
T-1800      ,393.23417718,3.6995134E+3,  7.91759951, 20.13953592, 40.38222177, 66.83127764,3.2459348E+4,5.5356075E+5,520.82187761,335.02836107,185.79351655
T-1801      ,392.60329429,3.6975397E+3,  7.91465255, 20.14259105, 40.36633726, 66.84029290,3.2420025E+4,5.5319080E+5,520.82212086,335.02838171,185.79373915
T-1802      ,391.97377325,3.6955686E+3,  7.91169823, 20.14565742, 40.35047576, 66.84934322,3.2380764E+4,5.5282105E+5,520.82236281,335.02840222,185.79396059
T-1803      ,391.34559909,3.6936000E+3,  7.90873593, 20.14873498, 40.33463605, 66.85842867,3.2341567E+4,5.5245149E+5,520.82260348,335.02842260,185.79418088
T-1804      ,390.71875654,3.6916341E+3,  7.90576501, 20.15182367, 40.31881690, 66.86754931,3.2302432E+4,5.5208213E+5,520.82284286,335.02844285,185.79440001
T-1805      ,390.09323007,3.6896707E+3,  7.90278481, 20.15492342, 40.30301704, 66.87670519,3.2263360E+4,5.5171297E+5,520.82308096,335.02846297,185.79461799
T-1806      ,389.46900381,3.6877099E+3,  7.89979466, 20.15803413, 40.28723516, 66.88589638,3.2224351E+4,5.5134400E+5,520.82331779,335.02848296,185.79483483
T-1807      ,388.84606160,3.6857517E+3,  7.89679387, 20.16115573, 40.27146991, 66.89512290,3.2185404E+4,5.5097523E+5,520.82355337,335.02850282,185.79505054
T-1808      ,388.22438693,3.6837960E+3,  7.89378171, 20.16428812, 40.25571988, 66.90438479,3.2146520E+4,5.5060665E+5,520.82378768,335.02852256,185.79526512
T-1809      ,387.60396298,3.6818430E+3,  7.89075744, 20.16743120, 40.23998363, 66.91368206,3.2107697E+4,5.5023827E+5,520.82402075,335.02854217,185.79547858
T-1810      ,386.98477258,3.6798925E+3,  7.88772031, 20.17058484, 40.22425969, 66.92301471,3.2068937E+4,5.4987009E+5,520.82425257,335.02856165,185.79569092
T-1811      ,386.36679821,3.6779445E+3,  7.88466954, 20.17374892, 40.20854650, 66.93238276,3.2030238E+4,5.4950210E+5,520.82448316,335.02858101,185.79590215
T-1812      ,385.75002201,3.6759992E+3,  7.88160432, 20.17692330, 40.19284251, 66.94178617,3.1991602E+4,5.4913431E+5,520.82471252,335.02860025,185.79611227
T-1813      ,385.13442572,3.6740563E+3,  7.87852384, 20.18010784, 40.17714607, 66.95122491,3.1953027E+4,5.4876671E+5,520.82494066,335.02861936,185.79632130
T-1814      ,384.51999071,3.6721160E+3,  7.87542723, 20.18330237, 40.16145552, 66.96069895,3.1914513E+4,5.4839930E+5,520.82516758,335.02863835,185.79652922
T-1815      ,383.90669798,3.6701783E+3,  7.87231362, 20.18650672, 40.14576911, 66.97020822,3.1876061E+4,5.4803209E+5,520.82539329,335.02865722,185.79673607
T-1816      ,383.29452811,3.6682431E+3,  7.86918212, 20.18972071, 40.13008507, 66.97975264,3.1837671E+4,5.4766507E+5,520.82561780,335.02867597,185.79694182
T-1817      ,382.68346128,3.6663103E+3,  7.86603179, 20.19294412, 40.11440156, 66.98933213,3.1799341E+4,5.4729825E+5,520.82584111,335.02869460,185.79714650
T-1818      ,382.07347723,3.6643801E+3,  7.86286169, 20.19617676, 40.09871669, 66.99894658,3.1761073E+4,5.4693162E+5,520.82606323,335.02871312,185.79735011
T-1819      ,381.46455530,3.6624524E+3,  7.85967083, 20.19941838, 40.08302851, 67.00859586,3.1722865E+4,5.4656518E+5,520.82628416,335.02873151,185.79755265
T-1820      ,380.85667436,3.6605272E+3,  7.85645821, 20.20266873, 40.06733500, 67.01827982,3.1684719E+4,5.4619893E+5,520.82650392,335.02874979,185.79775414
T-1821      ,380.24981283,3.6586044E+3,  7.85322278, 20.20592757, 40.05163410, 67.02799830,3.1646633E+4,5.4583288E+5,520.82672251,335.02876795,185.79795456
T-1822      ,379.64394866,3.6566841E+3,  7.84996350, 20.20919459, 40.03592368, 67.03775111,3.1608608E+4,5.4546702E+5,520.82693993,335.02878599,185.79815394
T-1823      ,379.03905932,3.6547662E+3,  7.84667924, 20.21246950, 40.02020154, 67.04753803,3.1570644E+4,5.4510135E+5,520.82715619,335.02880392,185.79835227
T-1824      ,378.43512179,3.6528507E+3,  7.84336890, 20.21575198, 40.00446541, 67.05735884,3.1532740E+4,5.4473587E+5,520.82737130,335.02882174,185.79854957
T-1825      ,377.83211253,3.6509376E+3,  7.84003131, 20.21904168, 39.98871297, 67.06721327,3.1494896E+4,5.4437059E+5,520.82758527,335.02883944,185.79874583
T-1826      ,377.23000750,3.6490269E+3,  7.83666526, 20.22233824, 39.97294183, 67.07710104,3.1457113E+4,5.4400550E+5,520.82779809,335.02885703,185.79894106
T-1827      ,376.62878210,3.6471186E+3,  7.83326955, 20.22564126, 39.95714950, 67.08702184,3.1419390E+4,5.4364059E+5,520.82800978,335.02887450,185.79913527
T-1828      ,376.02841119,3.6452126E+3,  7.82984290, 20.22895035, 39.94133344, 67.09697531,3.1381727E+4,5.4327588E+5,520.82822034,335.02889187,185.79932847
T-1829      ,375.42886908,3.6433089E+3,  7.82638402, 20.23226505, 39.92549104, 67.10696108,3.1344125E+4,5.4291136E+5,520.82842978,335.02890913,185.79952065
T-1830      ,374.83012947,3.6414075E+3,  7.82289157, 20.23558490, 39.90961960, 67.11697876,3.1306582E+4,5.4254703E+5,520.82863810,335.02892628,185.79971182
T-1831      ,374.23216550,3.6395083E+3,  7.81936417, 20.23890940, 39.89371635, 67.12702788,3.1269099E+4,5.4218289E+5,520.82884531,335.02894331,185.79990199
T-1832      ,373.63494968,3.6376113E+3,  7.81580043, 20.24223804, 39.87777842, 67.13710799,3.1231675E+4,5.4181894E+5,520.82905142,335.02896024,185.80009117
T-1833      ,373.03845389,3.6357166E+3,  7.81219888, 20.24557024, 39.86180288, 67.14721855,3.1194312E+4,5.4145518E+5,520.82925642,335.02897707,185.80027936
T-1834      ,372.44264936,3.6338240E+3,  7.80855802, 20.24890543, 39.84578669, 67.15735902,3.1157008E+4,5.4109160E+5,520.82946034,335.02899379,185.80046656
T-1835      ,371.84750669,3.6319335E+3,  7.80487634, 20.25224298, 39.82972674, 67.16752879,3.1119764E+4,5.4072822E+5,520.82966317,335.02901040,185.80065277
T-1836      ,371.25299577,3.6300451E+3,  7.80115224, 20.25558223, 39.81361982, 67.17772723,3.1082579E+4,5.4036503E+5,520.82986492,335.02902690,185.80083802
T-1837      ,370.65908579,3.6281587E+3,  7.79738410, 20.25892247, 39.79746262, 67.18795363,3.1045454E+4,5.4000202E+5,520.83006559,335.02904330,185.80102229
T-1838      ,370.06574525,3.6262743E+3,  7.79357026, 20.26226298, 39.78125176, 67.19820727,3.1008388E+4,5.3963921E+5,520.83026520,335.02905960,185.80120560
T-1839      ,369.47294189,3.6243919E+3,  7.78970899, 20.26560295, 39.76498373, 67.20848735,3.0971381E+4,5.3927658E+5,520.83046374,335.02907580,185.80138794
T-1840      ,368.88064270,3.6225114E+3,  7.78579853, 20.26894157, 39.74865494, 67.21879302,3.0934434E+4,5.3891414E+5,520.83066122,335.02909189,185.80156933
T-1841      ,368.28881392,3.6206327E+3,  7.78183706, 20.27227796, 39.73226167, 67.22912339,3.0897546E+4,5.3855189E+5,520.83085765,335.02910788,185.80174977
T-1842      ,367.69742095,3.6187558E+3,  7.77782272, 20.27561120, 39.71580012, 67.23947748,3.0860717E+4,5.3818983E+5,520.83105304,335.02912377,185.80192927
T-1843      ,367.10642840,3.6168806E+3,  7.77375359, 20.27894030, 39.69926637, 67.24985428,3.0823947E+4,5.3782795E+5,520.83124738,335.02913956,185.80210782
T-1844      ,366.51580003,3.6150071E+3,  7.76962770, 20.28226425, 39.68265639, 67.26025268,3.0787237E+4,5.3746626E+5,520.83144069,335.02915525,185.80228544
T-1845      ,365.92549875,3.6131353E+3,  7.76544301, 20.28558194, 39.66596601, 67.27067153,3.0750585E+4,5.3710476E+5,520.83163297,335.02917085,185.80246213
T-1846      ,365.33548657,3.6112649E+3,  7.76119744, 20.28889223, 39.64919097, 67.28110957,3.0713993E+4,5.3674345E+5,520.83182423,335.02918634,185.80263789
T-1847      ,364.74572460,3.6093960E+3,  7.75688884, 20.29219392, 39.63232687, 67.29156551,3.0677459E+4,5.3638232E+5,520.83201447,335.02920174,185.80281273
T-1848      ,364.15617301,3.6075285E+3,  7.75251500, 20.29548571, 39.61536920, 67.30203794,3.0640984E+4,5.3602138E+5,520.83220370,335.02921704,185.80298666
T-1849      ,363.56679100,3.6056624E+3,  7.74807367, 20.29876627, 39.59831330, 67.31252537,3.0604569E+4,5.3566063E+5,520.83239192,335.02923225,185.80315967
T-1850      ,362.97753680,3.6037974E+3,  7.74356249, 20.30203416, 39.58115438, 67.32302624,3.0568212E+4,5.3530006E+5,520.83257913,335.02924736,185.80333178
T-1851      ,362.38836763,3.6019335E+3,  7.73897908, 20.30528790, 39.56388752, 67.33353886,3.0531914E+4,5.3493968E+5,520.83276535,335.02926237,185.80350298
T-1852      ,361.79923965,3.6000707E+3,  7.73432096, 20.30852590, 39.54650766, 67.34406149,3.0495676E+4,5.3457949E+5,520.83295059,335.02927729,185.80367329
T-1853      ,361.21010798,3.5982089E+3,  7.72958561, 20.31174649, 39.52900958, 67.35459223,3.0459496E+4,5.3421948E+5,520.83313483,335.02929212,185.80384271
T-1854      ,360.62092662,3.5963478E+3,  7.72477041, 20.31494792, 39.51138793, 67.36512912,3.0423375E+4,5.3385966E+5,520.83331810,335.02930686,185.80401124
T-1855      ,360.03164846,3.5944875E+3,  7.71987268, 20.31812834, 39.49363719, 67.37567003,3.0387312E+4,5.3350003E+5,520.83350039,335.02932150,185.80417889
T-1856      ,359.44222522,3.5926277E+3,  7.71488967, 20.32128581, 39.47575170, 67.38621277,3.0351309E+4,5.3314058E+5,520.83368171,335.02933605,185.80434566
T-1857      ,358.85260743,3.5907684E+3,  7.70981853, 20.32441827, 39.45772561, 67.39675497,3.0315365E+4,5.3278132E+5,520.83386207,335.02935051,185.80451155
T-1858      ,358.26274442,3.5889095E+3,  7.70465636, 20.32752356, 39.43955293, 67.40729414,3.0279480E+4,5.3242224E+5,520.83404147,335.02936489,185.80467658
T-1859      ,357.67258424,3.5870507E+3,  7.69940015, 20.33059941, 39.42122749, 67.41782768,3.0243654E+4,5.3206335E+5,520.83421991,335.02937917,185.80484074
T-1860      ,357.08207367,3.5851920E+3,  7.69404682, 20.33364343, 39.40274293, 67.42835279,3.0207886E+4,5.3170464E+5,520.83439741,335.02939336,185.80500405
T-1861      ,356.49115816,3.5833332E+3,  7.68859320, 20.33665309, 39.38409273, 67.43886655,3.0172178E+4,5.3134612E+5,520.83457397,335.02940747,185.80516650
T-1862      ,355.89978179,3.5814741E+3,  7.68303603, 20.33962574, 39.36527018, 67.44936586,3.0136529E+4,5.3098779E+5,520.83474959,335.02942149,185.80532810
T-1863      ,355.30788726,3.5796146E+3,  7.67737196, 20.34255859, 39.34626836, 67.45984746,3.0100939E+4,5.3062964E+5,520.83492427,335.02943542,185.80548885
T-1864      ,354.71541583,3.5777545E+3,  7.67159753, 20.34544870, 39.32708017, 67.47030789,3.0065408E+4,5.3027168E+5,520.83509803,335.02944927,185.80564876
T-1865      ,354.12230728,3.5758935E+3,  7.66570921, 20.34829298, 39.30769830, 67.48074353,3.0029937E+4,5.2991391E+5,520.83527087,335.02946303,185.80580784
T-1866      ,353.52849988,3.5740316E+3,  7.65970335, 20.35108817, 39.28811523, 67.49115052,2.9994524E+4,5.2955632E+5,520.83544279,335.02947671,185.80596608
T-1867      ,352.93393034,3.5721684E+3,  7.65357619, 20.35383087, 39.26832324, 67.50152482,2.9959172E+4,5.2919891E+5,520.83561380,335.02949030,185.80612350
T-1868      ,352.33853377,3.5703038E+3,  7.64732389, 20.35651745, 39.24831437, 67.51186216,2.9923878E+4,5.2884170E+5,520.83578390,335.02950381,185.80628009
T-1869      ,351.74224364,3.5684375E+3,  7.64094247, 20.35914415, 39.22808046, 67.52215804,2.9888644E+4,5.2848467E+5,520.83595310,335.02951724,185.80643587
T-1870      ,351.14499172,3.5665693E+3,  7.63442785, 20.36170698, 39.20761307, 67.53240772,2.9853470E+4,5.2812782E+5,520.83612141,335.02953058,185.80659083
T-1871      ,350.54670807,3.5646990E+3,  7.62777585, 20.36420176, 39.18690358, 67.54260618,2.9818356E+4,5.2777117E+5,520.83628882,335.02954385,185.80674498
T-1872      ,349.94732094,3.5628262E+3,  7.62098214, 20.36662407, 39.16594307, 67.55274817,2.9783301E+4,5.2741470E+5,520.83645535,335.02955703,185.80689832
T-1873      ,349.34675675,3.5609506E+3,  7.61404229, 20.36896929, 39.14472240, 67.56282813,2.9748306E+4,5.2705841E+5,520.83662100,335.02957013,185.80705087
T-1874      ,348.74494005,3.5590721E+3,  7.60695173, 20.37123256, 39.12323216, 67.57284022,2.9713372E+4,5.2670232E+5,520.83678577,335.02958315,185.80720262
T-1875      ,348.14179344,3.5571902E+3,  7.59970577, 20.37340876, 39.10146267, 67.58277827,2.9678497E+4,5.2634641E+5,520.83694967,335.02959610,185.80735358
T-1876      ,347.53723753,3.5553046E+3,  7.59229958, 20.37549250, 39.07940397, 67.59263580,2.9643683E+4,5.2599069E+5,520.83711271,335.02960896,185.80750375
T-1877      ,346.93119090,3.5534150E+3,  7.58472820, 20.37747813, 39.05704583, 67.60240597,2.9608929E+4,5.2563516E+5,520.83727488,335.02962175,185.80765313
T-1878      ,346.32357000,3.5515210E+3,  7.57698651, 20.37935971, 39.03437771, 67.61208161,2.9574236E+4,5.2527982E+5,520.83743620,335.02963446,185.80780174
T-1879      ,345.71428913,3.5496223E+3,  7.56906925, 20.38113099, 39.01138879, 67.62165513,2.9539604E+4,5.2492467E+5,520.83759667,335.02964709,185.80794957
T-1880      ,345.10326038,3.5477184E+3,  7.56097103, 20.38278541, 38.98806792, 67.63111857,2.9505032E+4,5.2456971E+5,520.83775629,335.02965965,185.80809664
T-1881      ,344.49039353,3.5458089E+3,  7.55268628, 20.38431606, 38.96440364, 67.64046356,2.9470522E+4,5.2421493E+5,520.83791507,335.02967213,185.80824293
T-1882      ,343.87559603,3.5438933E+3,  7.54420928, 20.38571569, 38.94038418, 67.64968126,2.9436073E+4,5.2386035E+5,520.83807301,335.02968454,185.80838847
T-1883      ,343.25877290,3.5419713E+3,  7.53553414, 20.38697668, 38.91599740, 67.65876239,2.9401685E+4,5.2350596E+5,520.83823012,335.02969687,185.80853325
T-1884      ,342.63982668,3.5400422E+3,  7.52665481, 20.38809103, 38.89123084, 67.66769718,2.9367359E+4,5.2315177E+5,520.83838641,335.02970913,185.80867728
T-1885      ,342.01865735,3.5381057E+3,  7.51756505, 20.38905031, 38.86607169, 67.67647537,2.9333095E+4,5.2279776E+5,520.83854188,335.02972132,185.80882055
T-1886      ,341.39516228,3.5361610E+3,  7.50825845, 20.38984569, 38.84050674, 67.68508614,2.9298894E+4,5.2244395E+5,520.83869653,335.02973344,185.80896309
T-1887      ,340.76923611,3.5342078E+3,  7.49872842, 20.39046789, 38.81452243, 67.69351813,2.9264754E+4,5.2209034E+5,520.83885036,335.02974548,185.80910488
T-1888      ,340.14077071,3.5322453E+3,  7.48896817, 20.39090713, 38.78810480, 67.70175937,2.9230677E+4,5.2173692E+5,520.83900339,335.02975745,185.80924594
T-1889      ,339.50965510,3.5302730E+3,  7.47897072, 20.39115317, 38.76123950, 67.70979730,2.9196663E+4,5.2138369E+5,520.83915562,335.02976936,185.80938627
T-1890      ,338.87577535,3.5282901E+3,  7.46872887, 20.39119523, 38.73391176, 67.71761870,2.9162712E+4,5.2103066E+5,520.83930706,335.02978119,185.80952587
T-1891      ,338.23901451,3.5262961E+3,  7.45823525, 20.39102201, 38.70610639, 67.72520966,2.9128825E+4,5.2067784E+5,520.83945770,335.02979295,185.80966475
T-1892      ,337.59925250,3.5242901E+3,  7.44748222, 20.39062162, 38.67780777, 67.73255557,2.9095001E+4,5.2032521E+5,520.83960756,335.02980465,185.80980291
